user_id,prediction
3304,1210 480 2571 1270 1580 2762 110 2396 1197 527 2628 2997 356 2716 1240 1 457 2916 3578 2987 1259 780 541 34 1127
3017,2858 260 480 1270 2762 1097 2628 2997 858 356 2716 2916 2987 1259 1200 780 541 34 1127 919 1221 924 1387 2791 1610
230,2858 1196 1210 480 2571 593 2396 1197 1617 2628 2997 858 318 1240 1214 457 2987 1259 34 50 919 1221 3175 924 2791
568,2858 1196 260 1210 2028 589 1270 1580 608 1198 2762 2396 1197 1097 1265 2628 2997 356 296 2716 1240 1 1214 457 2916
3507,2858 2571 608 110 527 1265 2628 457 2987 1200 34 1127 3175 2791 3114 2599 32 648 1374 592 2699 2406 2804 750 3623
5652,2858 1196 260 1210 480 589 2571 1270 1580 1198 2762 110 2396 1197 1097 1265 2997 858 318 356 2716 1240 1 1214 457
5274,260 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296 2716
1526,2858 1196 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356
4250,2858 260 1270 593 608 1198 2762 1197 1097 1265 2997 318 296 2716 1 1214 457 2987 1259 1200 541 50 1193 919 3175
4489,1196 1210 2571 1580 2762 110 1097 1240 457 780 34 1193 2791 1610 2355 1036 2000 377 1721 1968 1704 2599 2797 2291 2174
2548,1196 260 480 2028 589 2571 1270 593 1580 608 1198 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296 1240 1
1658,2028 589 2571 593 1580 2762 2396 1617 457 3578 34 1193 1127 919 1387 2355 1036 2000 377 3114 1307 1721 1968 2291 32
770,1210 593 1580 1097 1265 2628 1240 1 1214 780 34 1221 2355 1291 1213 3114 1968 3793 2959 1304 1394 1225 1584 3481 1527
2242,1210 589 593 1617 527 1097 858 1214 457 541 50 1193 1221 2791 1610 2355 1036 912 1213 2000 377 1307 1968 1704 32
2515,2858 2028 589 593 1580 608 1198 2762 110 2396 1197 1617 527 1265 2628 2997 858 318 356 296 2716 1240 1 457 2916
377,1580 1198 2396 527 858 318 356 1240 1 457 3578 780 34 1193 1127 1221 3175 1387 2791 1610 2355 1036 1291 1213 2000
4130,2858 2028 2571 1270 593 608 2762 110 2396 1197 527 1265 2628 2997 318 356 296 2716 1 1214 2987 1259 541 34 50
3425,260 480 2571 608 110 2396 296 1 3578 1200 780 34 3175 1387 2355 912 3114 1307 1721 1704 3793 2291 3471 590 2959
5077,1210 480 2028 608 110 2396 1197 2628 2997 318 356 1240 1 457 2916 2987 1200 34 919 1221 3175 924 1610 2355 1291
5142,2858 1210 2028 589 2571 593 608 2762 2396 1617 1097 1265 2997 858 318 296 2716 1 1214 457 2916 2987 541 34 50
5134,2858 1196 260 480 2571 1270 593 1580 608 1198 2762 110 1197 1617 1097 1265 2628 858 1 1214 2916 3578 2987 1259 1200
1232,1196 260 1210 480 589 2571 1580 1198 2762 2396 1617 527 1097 2628 858 296 2716 1240 1 1214 457 2916 3578 2987 1200
2164,2858 1210 2028 589 2571 1270 2762 110 2396 1617 527 1265 2997 356 1240 2916 2987 1200 541 50 1127 919 3175 2791 1610
3333,1196 1210 480 2028 589 2571 1580 1198 2396 1197 1617 527 1097 1265 2628 356 296 1240 1 1214 457 1259 1200 780 541
3167,1196 480 2028 1270 593 1580 608 110 1617 2628 858 318 457 2916 2987 1259 34 50 1193 1127 1221 3175 1387 2355 1291
4335,2858 1196 2571 593 1580 2762 1197 1097 2628 2997 858 318 2916 3578 541 1193 1127 919 1221 924 1610 912 1136 1704 2599
3768,260 480 589 2571 1580 1198 1197 318 296 1259 1193 3175 1387 1610 2355 1307 1721 1968 1704 2291 1374 3418 592 223 1784
5246,2858 1196 260 1210 480 2028 589 2571 1270 1580 1198 2762 110 1197 1617 1097 1265 2628 858 318 2716 1240 1 1214 457
4086,1196 1210 589 1270 593 608 1198 1617 1265 2997 858 318 296 2716 1240 457 3578 2987 1259 1200 780 541 50 1193 1127
4829,1196 2571 1270 593 2396 1197 527 318 1240 1 1214 457 1193 1387 2791 1036 1291 1213 2000 377 3114 1307 1721 1968 1704
4060,2858 2028 589 1580 110 1265 2997 858 318 1240 1 457 2916 3578 1200 541 50 1127 1221 3175 2791 1610 912 2000 1307
4129,2858 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 1097 1265 2997 318 356 296 2716 1240 1
4806,2858 480 589 593 608 1198 2762 110 2396 1617 1265 2628 2997 858 318 296 2716 1240 1 457 3578 2987 1259 1200 34
3746,2028 589 2571 110 2396 1617 2997 356 296 1240 457 2987 34 1193 2355 1036 912 3114 1307 1704 2599 32 648 3418 1304
2625,2858 1196 260 2028 589 2571 1270 593 1580 608 1198 2762 2396 1197 1617 527 1097 1265 2628 2997 858 318 296 1240 1
349,2858 1196 2396 1197 1617 527 1097 1265 2628 2997 356 2716 1 3578 2987 1259 780 541 34 1127 919 924 1387 2791 2355
2685,2858 1196 480 2028 589 2571 593 1580 608 2762 110 2997 858 318 356 296 2716 1 1214 457 2916 3578 1259 780 34
229,2858 589 1270 1198 2762 2396 1197 1617 1265 2997 858 356 2716 1240 1 1214 457 2916 3578 2987 1259 1200 541 34 50
3643,1270 608 527 1097 1265 2628 2997 318 2716 1 457 2987 1259 1200 34 1193 1127 919 1221 3175 924 2791 1610 2355 1036
2129,1196 589 2571 1580 608 1617 527 1097 1265 2628 2997 356 296 2716 1 2916 3578 780 541 34 50 1193 919 1221 3175
626,1270 593 1580 608 1198 2762 110 2396 527 1097 1265 2997 858 318 356 2716 1 1214 457 2916 3578 2987 1259 1200 780
3713,1196 2028 608 2762 1617 1265 318 1214 3578 2987 541 34 50 1193 919 1221 3175 924 2355 1036 912 2000 3114 2599 3793
1016,1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 1197 1097 1265 858 296 2716 1240 1 1214 2916 3578
2659,1196 1210 480 589 2571 608 110 2628 356 2716 1240 1 1214 2916 3578 1200 780 541 34 50 1127 919 1221 1387 2791
5457,2858 1196 2028 2571 593 608 2762 2396 527 1265 2997 858 318 356 296 2716 2916 3578 1259 34 1193 919 1221 3175 1387
2400,2858 260 1210 2028 2571 1270 593 1580 608 2396 1197 1617 527 1097 1265 2628 2997 318 356 296 1 457 2916 3578 2987
2734,260 1210 480 2028 589 1270 593 1580 608 2762 110 527 1265 2628 2997 858 318 356 296 2716 1240 1 1214 457 2916
1579,589 1198 1197 527 2628 2997 858 1127 3175 2355 912 377 3114 3481 2406 39 1079 3176 1961 1073 733 1094 2700 1247 2657
2708,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1617 527 1097 1265 2628 2997 858 318 356
4279,260 2028 2571 1270 608 2762 2396 1617 527 1097 2628 2997 858 318 356 296 1 3578 2987 780 541 34 50 1193 919
4905,1196 1210 480 589 2571 593 1580 608 110 2396 1197 1617 1265 858 356 1240 457 2916 3578 2987 1200 780 541 34 1127
1421,1196 1210 480 2028 589 593 608 1198 110 2396 1197 1265 318 2716 1240 1214 457 2916 3578 2987 1259 1200 541 34 1127
1173,1196 260 1210 1270 593 608 2762 1197 1617 527 1097 1265 318 296 2716 1240 1 1214 2916 2987 1200 541 34 50 1193
3609,1196 260 1210 2028 589 2571 1270 593 608 1198 2762 1197 1617 527 1097 2628 2997 858 318 356 296 2716 1240 1214 3578
4866,2858 1196 260 2028 589 2571 593 608 1198 2762 110 2396 1197 1617 527 1097 2628 2997 858 318 296 2716 1240 1 1214
755,260 480 1580 2762 1617 2628 858 356 1214 457 2916 2987 1259 1200 780 1193 1127 3175 2791 2355 1036 1213 377 1136 1721
4641,1196 260 1210 480 589 2571 1270 593 1580 1198 110 1197 1617 527 1097 1265 2628 2997 858 296 2716 1240 1214 457 2916
2745,2858 1196 260 1270 593 608 2762 1197 527 1265 2997 858 318 296 2716 1 457 3578 2987 1259 34 50 1193 1127 919
2158,1196 2571 1270 1580 1198 110 2396 1197 1617 1265 2628 858 2716 1 457 2916 3578 2987 1200 780 541 34 50 1193 919
915,2858 1196 260 1210 1270 608 1198 2762 2396 1197 1617 527 1097 1265 2628 2997 858 318 2716 1240 1 1214 2987 1200 780
1151,1210 593 1580 608 2762 2396 1097 2997 3578 2987 50 1193 1127 919 3175 924 2355 912 1213 1136 1721 1704 3793 2291 2174
1631,1196 260 1210 480 2028 589 2571 1270 593 1580 1198 2762 110 1197 1617 527 1097 1265 2628 858 318 356 296 2716 1240
4183,1210 2028 589 1270 608 2762 110 527 1097 2997 2716 2916 3578 2987 1259 541 34 50 1193 1127 919 3175 924 2791 2355
3799,2858 480 2028 589 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2997 858 318 356 296 2716 1214 457
4161,1196 260 1210 1270 593 1580 1198 2762 2396 527 1097 1265 858 318 356 296 2716 1240 1 1214 1259 1200 541 34 50
2181,260 608 1198 1097 1214 457 1200 50 1127 2791 1610 1036 1291 3114 2918 3418 1304 1573 1225 1527 588 2706 1393 1961 733
4011,2858 1196 260 1210 2028 589 2571 1580 1198 2762 110 2396 1197 1097 1265 2628 2997 858 318 356 1240 1 1214 457 2916
934,2858 260 1210 1270 1198 2762 1617 527 1265 2997 858 296 1240 1 1214 2916 3578 2987 1200 541 34 1193 1127 1221 924
3272,2396 1617 527 1265 2628 2997 318 2716 1214 3578 1259 34 2791 1136 1307 2599 3793 32 2174 590 2959 2683 3418 223 1225
1492,2858 260 1210 480 2028 1198 2762 2396 1197 1617 527 1097 1265 2628 2997 858 356 2716 1240 1 457 2916 3578 2987 1259
1172,1196 480 589 1198 1197 527 2628 858 296 1 2916 780 541 34 50 1221 3175 924 1387 2791 1610 2355 1036 912 1213
5977,2858 1196 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296
4104,2858 2028 2571 2396 1617 527 1265 2997 318 356 296 2716 3578 2987 780 34 1193 1127 919 1221 3175 924 912 1213 377
2293,480 589 2571 1270 593 2762 1097 318 356 2716 1240 1 457 2916 3578 2987 780 541 34 50 1193 3175 2791 1610 2355
5542,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
1451,1210 1197 1097 2997 318 296 2716 457 3578 2987 34 50 1193 1127 919 924 1036 912 1136 1307 3793 2959 2683 1394 223
5579,2858 1196 260 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 1265 2628 2997 858 356 2716 1240 1
5035,2858 260 1210 2571 593 608 1617 527 1097 1265 318 296 2716 1214 457 2987 1259 541 34 50 1193 1127 919 924 1387
4283,1196 260 1210 480 2028 589 2571 593 1580 608 1198 2762 110 1617 527 1097 2628 2997 858 318 356 296 2716 1240 1
3300,589 2571 593 1580 1198 2762 2396 1265 2997 356 1 457 2916 2987 780 34 919 2355 1036 1291 912 377 3114 1721 1704
2903,260 2028 593 1198 2762 2396 1617 527 1097 1265 2997 858 318 356 296 2716 457 2916 2987 1259 780 541 34 50 1193
1322,2858 1210 480 589 2571 1270 2762 527 1265 2628 858 356 2716 1240 1214 457 2916 3578 1259 1200 780 34 50 1193 1127
4389,1196 260 480 2028 589 2571 1270 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296 2716 1240
3283,260 480 2028 589 593 1580 608 1198 2762 110 2396 1617 527 1265 858 318 356 296 2716 1 457 2916 3578 2987 1200
35,2858 260 480 2028 589 1270 593 1580 608 110 1617 527 1097 1265 2628 2997 858 356 2716 1240 1 1214 457 2916 3578
5278,2858 1196 260 2028 589 2571 593 608 1198 2762 110 2396 1617 527 1265 2628 318 356 296 2716 1 1214 457 3578 2987
3538,1196 260 1210 480 1270 1580 1198 110 2396 1197 1617 527 1097 1265 2628 2997 858 356 2716 1240 1214 457 3578 2987 1259
4653,1196 1210 480 589 2571 1580 608 1197 1097 1265 2628 296 2716 1240 1214 457 2916 2987 1259 1200 780 34 50 1127 1387
3521,2858 1196 1210 480 2028 589 2571 593 1580 1198 2762 110 2396 1197 1617 527 1097 2628 858 318 356 457 2916 3578 780
5327,2858 260 480 2028 589 2571 593 1580 608 2762 110 1617 527 1097 1265 858 318 356 296 1 1214 457 2916 3578 1200
1962,1196 260 1210 480 1270 1198 2762 1197 1617 527 1097 2628 858 356 296 1240 1214 1200 780 541 34 1193 1127 1221 3175
2541,2858 1196 260 1210 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 2628 2997 858 318 296 1240
5620,2858 1196 2028 589 2571 593 2396 1197 1617 2997 858 296 1259 1200 780 541 34 50 1193 1127 919 1221 924 2791 2355
1263,260 1210 480 2028 589 2571 1270 1198 110 1197 1617 527 1097 1265 2628 2997 858 318 356 1240 1214 457 2916 3578 1259
1990,2858 260 1210 480 2028 589 2571 1270 1580 608 1198 2762 2396 1197 1617 527 1097 1265 2997 858 318 356 2716 1240 1
1162,2858 260 480 2028 2571 1270 1580 1198 110 1097 2628 2997 356 296 2716 1240 1 1214 2916 3578 2987 1259 1200 780 541
1056,2858 1196 260 1210 480 2028 589 2571 593 1580 608 1198 2762 2396 1197 1617 527 1097 1265 2628 2997 858 318 296 1240
3053,1196 260 1210 480 2028 589 2571 1270 1580 2762 110 2396 1197 527 1097 1265 2628 318 356 1240 1 1214 457 2916 3578
5531,2858 1196 260 1270 593 608 2762 1197 1617 527 1097 1265 2997 318 356 296 2716 1240 1 2987 1259 541 34 50 1193
90,1196 1210 480 589 2571 1270 593 1198 2396 1197 1097 296 2716 1240 1214 457 2987 1259 1200 541 1193 1127 919 1221 924
3239,1196 260 1210 480 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 1265 2628 2997 858 318 2716 1240 1 1214 457
3274,2858 480 2028 593 608 2762 2396 1197 1617 527 1265 2997 858 318 356 296 2716 1214 457 2987 34 50 1193 919 1221
5437,110 2396 1197 527 1265 318 356 296 1240 1 457 3578 2987 1200 780 34 1193 1127 924 1387 2791 2355 1036 912 377
5201,2858 1210 480 589 2571 1270 1580 608 1198 2762 2396 527 1097 2628 2997 858 318 356 296 2716 1240 1 457 2916 3578
5776,480 1617 1097 1265 2716 3578 2987 1259 34 50 1193 919 1387 2791 2355 1036 912 2000 1136 1307 1721 1968 2599 2797 3793
1303,260 2028 1197 356 2716 2916 780 919 3175 2355 912 377 3114 3793 2291 32 2174 648 2918 3481 588 2406 750 3623 3176
3965,2858 480 2571 593 1580 608 2762 2396 527 1097 2628 2997 318 296 1 2916 1259 541 34 50 1193 1127 919 3175 924
5165,260 1210 480 2028 589 2571 1580 608 1198 110 2396 1197 1617 1265 356 296 2716 1240 1214 457 2916 3578 2987 1259 1200
1447,1210 589 1198 2762 1 1214 2916 2987 1259 919 3175 1387 1610 377 3793 1374 3418 1394 1784 1225 1584 588 2699 39 750
5311,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
2774,1196 260 2028 593 1580 2762 110 2396 1617 2628 858 356 2716 1 1214 457 1259 780 34 919 3175 924 2355 1036 912
1717,2858 480 1270 593 1580 2762 527 1265 318 356 1 457 3578 2987 919 1221 924 1610 2355 1036 1291 2000 377 3114 1307
562,2858 1196 1210 480 589 2571 1270 593 1580 608 2762 2396 1617 527 1097 1265 2628 2997 858 318 356 296 2716 1 2916
905,480 593 608 1198 2762 2396 1197 1617 527 1265 2628 2997 858 318 356 2716 1240 1 2916 2987 1259 34 50 1193 1127
999,2858 260 480 2028 1270 1580 2762 2396 1197 1617 527 1097 1265 2997 356 2716 1240 1 2987 1259 1200 541 50 1193 3175
4404,1196 260 2571 1270 1580 1198 1197 527 1097 1265 2628 858 356 2716 1240 1 1214 2916 3578 2987 1259 1200 780 541 34
1074,2858 2571 593 608 2762 110 2396 1197 1617 1097 2628 2997 318 296 2716 1240 1214 2916 3578 1259 1200 541 34 50 1193
2149,1196 260 1210 2028 2571 593 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 318 356 296 2716 1240 1 1214
1793,2858 260 1580 608 1198 2762 2396 1617 527 2628 858 356 1240 1 457 3578 1200 34 1193 3175 924 1387 912 1213 2000
2322,1196 260 1210 2028 589 2571 1270 593 1580 1198 2762 110 1197 1097 1265 2628 858 296 2716 1240 1 1214 457 2916 3578
5367,2028 593 858 2716 2916 3578 1259 34 919 3175 924 1721 2797 2174 648 2918 3481 2406 733 111 1206 3147 1278 1954 920
558,1210 2571 1270 1580 608 2396 2628 858 296 2716 1240 1 1214 2916 3578 1259 1200 780 34 1127 919 1221 3175 1387 2791
2914,2858 1196 260 1210 480 589 2571 593 1580 608 1198 2762 110 1197 1617 527 1097 2628 2997 858 318 356 296 1240 1
3944,2858 1196 260 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 527 1265 2628 2997 858 296 1240 1 1214 457
5097,260 1210 480 2028 589 2571 1270 1580 608 1198 110 1197 1097 1265 2628 2997 858 318 356 296 1240 1 1214 457 2916
642,2858 260 1210 480 2028 589 2571 1270 593 1580 1198 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296 2716
1268,260 1210 2028 589 593 1580 608 1198 2762 2396 1197 1617 527 1097 1265 2628 318 356 296 2716 1240 1 1214 457 2916
3646,2858 1210 2028 593 608 1198 2762 110 2396 1197 1265 2628 2997 318 356 296 2716 1240 1 457 2916 3578 2987 1259 1200
5686,2858 1196 593 1580 1198 110 2396 1097 1265 858 318 296 2716 1214 1259 34 50 1193 1127 919 3175 1387 1291 1213 1721
386,1210 480 2028 593 1198 527 1097 1265 2628 858 296 1 1214 457 2916 2987 780 1193 1127 919 1221 1387 1610 2355 1036
4156,260 589 608 1198 2762 110 2396 1197 1265 2997 296 1 1214 1259 541 34 1127 919 3175 1387 2791 1610 2355 1036 1291
2330,2858 1196 480 2028 2571 593 2762 110 2396 1197 1617 527 1265 2628 2997 858 318 356 296 2716 1 457 2916 3578 2987
4321,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 2628 2997 858 318 356
3661,2858 260 1210 593 608 2762 2396 1617 527 1097 1265 2628 2997 318 356 296 1214 2987 780 541 50 1193 919 3175 924
5,1196 260 1210 480 589 1270 1198 2762 110 2396 1197 527 1097 1265 2628 858 1240 1 1214 457 1259 1200 780 541 50
4433,2858 2571 1270 593 2762 2396 1197 1265 2997 858 318 356 296 1 3578 2987 780 34 50 1193 919 1221 3175 2791 1610
2469,2858 1196 260 1210 480 2571 1270 593 1580 608 1198 2762 2396 1617 527 1097 1265 2628 318 356 296 2716 1240 1 1214
728,260 1210 480 589 2571 1270 1580 608 1198 2762 2396 1197 1617 1265 2997 858 356 2716 1240 1 1214 457 2916 3578 2987
2219,1210 480 1270 2762 1197 1097 2628 858 356 2716 1240 1 457 2916 3578 2987 1259 1200 780 541 1127 919 3175 924 2791
4688,1196 1210 480 2028 589 2571 593 1580 608 1198 110 2396 1197 1097 1265 2628 858 318 356 296 1240 1 1214 457 2916
5996,480 2028 2571 1270 608 2762 2396 1617 1265 2628 2997 356 296 1 541 50 1193 919 1221 924 1036 1291 912 2000 377
5408,2858 1196 1210 480 2028 589 2571 593 1580 608 1198 2762 110 2396 1197 1617 527 1265 2628 2997 858 318 296 2716 1
3549,2858 260 1210 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296
3683,2028 593 1580 2762 110 527 2997 356 1214 2916 2987 1259 1200 50 1193 1127 1221 3175 1610 1213 1968 3793 2291 648 2683
4167,480 608 1198 318 356 2716 1214 3578 34 3175 1291 2000 377 3114 1721 2599 3793 2291 32 590 2959 2683 1394 223 1784
5627,1210 2028 589 2571 1580 110 1197 1617 1097 2628 2997 356 2716 1259 924 1387 1036 3114 1704 3793 2291 648 2959 2918 592
1578,2858 1196 1210 480 2571 1270 593 1580 608 2762 110 2396 1617 1097 1265 2628 2997 858 318 356 296 2716 1 3578 2987
3025,2858 1196 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356
3790,2858 1210 480 2028 589 1270 1198 2762 110 1617 527 2628 2997 858 318 356 296 2716 1 457 3578 1259 1200 780 541
26,2858 1196 1210 2028 2571 1270 593 1580 608 2762 110 2396 1197 1617 527 2997 858 296 1214 457 3578 2987 1200 780 541
1265,1196 1210 2028 589 2571 1270 1198 110 527 858 296 2716 1240 1214 457 2916 2987 1259 1200 541 1127 919 1221 924 1387
263,1196 2028 1580 2762 110 1617 527 1097 2997 858 356 1214 457 3578 2987 1200 780 541 34 50 1193 919 1221 3175 924
3829,260 1210 480 2028 1198 527 2628 858 318 1240 1 1200 541 1193 919 1221 924 1387 2791 1610 2355 1036 1291 1136 3114
1000,2858 1210 2028 2571 1270 593 1580 608 2762 2396 1197 1617 1097 1265 2628 2997 858 356 296 2716 2916 2987 1259 780 541
1639,1210 2028 1198 1617 527 2628 858 457 1200 1221 3175 924 1387 2791 1610 1291 1213 2000 1136 1721 1968 2797 3793 3471 590
5946,2858 1196 260 1210 589 2571 1270 593 1580 608 1198 2762 110 1197 1617 527 1097 2628 2997 318 296 1240 1 1214 2916
4422,260 480 2028 589 2571 1270 1580 608 1617 1265 2628 2997 318 2716 1240 2916 780 541 34 1127 919 1221 1387 1610 377
1416,1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356
3435,2858 480 2028 589 2571 593 1580 608 2762 110 1197 1617 527 1097 2628 2997 858 296 1240 1 457 2916 3578 2987 1259
4189,2858 1196 260 1210 480 2028 589 2571 593 1580 608 1198 2762 110 2396 1197 1097 1265 2628 2997 858 318 356 296 2716
1059,2858 1210 589 1270 1580 2628 318 356 1240 1 2916 3578 1200 780 1127 919 1221 1610 2355 1291 912 2599 2797 3793 32
6002,2571 1270 1580 1198 1197 2628 858 1 2916 2987 1259 34 50 3175 2791 1610 2355 1036 1291 2000 377 1136 3114 1307 1721
3929,260 110 1197 527 1265 858 356 296 3578 2987 1259 34 50 1193 919 1221 3175 1387 2355 1291 912 2000 1136 3114 1704
5271,1196 480 1270 593 110 1617 1265 2628 1240 1 1214 780 34 1193 1127 919 1221 3175 924 1387 1610 2355 1213 377 1136
4095,1196 480 2028 589 1270 593 608 1198 2762 1197 1617 527 1097 2628 2997 858 318 356 2716 1240 1 1214 2916 2987 1259
1528,480 589 1270 1580 608 110 1197 1617 527 1097 1265 2628 858 318 356 296 1 457 2916 3578 1259 1200 780 541 34
169,480 2028 593 110 2396 1097 318 356 541 1610 2355 1968 1704 2599 648 2683 1374 3481 1527 2699 380 2706 2804 3176 3408
1708,1196 260 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 858 318 356 296 1240 1
5217,1210 2028 593 1198 2762 110 527 1265 858 318 296 2716 1 457 2916 1259 34 1193 1127 919 1221 3175 924 1387 2791
780,2858 2571 2762 1617 527 1097 2997 858 318 356 296 2716 2987 50 1193 1127 919 1221 1387 1610 912 1213 1136 1704 2599
3243,2571 608 1197 1097 2997 318 356 1240 1 1214 2987 541 34 50 1193 1127 919 1221 924 1387 1610 1291 1213 1136 3114
2419,480 589 2571 1580 110 1197 527 2997 1 1214 457 2916 2987 1200 780 541 34 1193 1127 3175 2355 1291 912 1136 3114
2205,589 2571 1270 593 2762 2396 2628 2997 356 296 2716 1 2987 780 50 1193 919 3175 924 2355 2000 3114 1968 3471 648
480,2858 260 2028 2571 1270 1580 1198 2762 2396 1197 1617 1265 2997 858 356 2716 1 1214 457 2916 2987 1259 1200 780 541
438,589 2762 110 1265 858 356 296 1 2987 1259 780 50 919 1221 1610 2355 1036 912 1213 2000 1307 1704 2291 648 590
1417,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
452,1196 260 1210 480 589 1270 593 1198 2762 110 2396 1197 1617 1097 1265 2628 2997 858 2716 1240 1 1214 457 3578 2987
3533,2858 1196 260 1210 480 2028 1270 593 1580 1198 110 2396 1197 1617 527 1097 1265 2628 858 318 356 296 2716 1240 1214
3824,2028 2571 593 457 780 541 34 1193 924 2355 912 1307 1704 2599 3793 2291 2959 2683 1784 1225 3481 1923 2706 2804 3623
5102,1270 608 2762 2396 1197 527 1265 2997 318 2716 2916 3578 2987 1200 780 34 1193 1127 919 924 1387 2791 2355 1036 1291
2496,2858 1210 589 2571 1270 593 2396 1197 1617 1097 1265 2628 2997 296 2716 1240 1214 3578 1259 50 919 1221 3175 1387 2355
1466,589 1270 1580 2762 2396 527 1097 2628 318 296 2716 3578 2987 1259 541 34 50 1193 919 924 2791 1610 2355 1036 912
2973,2858 1196 260 1210 480 2028 589 2571 1270 1580 608 1198 110 1617 527 1097 1265 2628 2997 858 318 356 296 1240 1
137,1196 260 1210 2028 1270 593 1198 1197 1097 2997 858 318 1240 1 1214 457 3578 1259 1200 541 1193 1127 919 1221 924
5885,260 1210 480 2571 1270 608 1198 110 1197 527 1097 1265 318 356 296 2716 1240 1 1214 1259 1200 780 34 1193 1127
3731,2858 1196 480 593 1580 608 1198 2762 2396 1617 1265 2628 2997 858 318 356 296 2716 1240 1 1214 457 3578 2987 1259
5070,260 1210 2028 2762 110 858 356 1 1214 3578 34 1127 919 912 1721 2174 3471 648 2959 2683 1374 592 1304 1225 1584
3665,2858 260 2571 593 608 2762 2396 1617 527 1265 2628 2997 318 356 296 3578 1193 1127 1221 2791 1036 912 1213 377 1136
3268,1210 480 2028 589 593 1580 608 110 2396 1617 527 2628 2997 858 356 2716 1240 1 457 2916 3578 2987 1259 1200 780
5853,2858 1196 480 2028 589 593 608 1198 2762 110 1617 527 2628 2997 858 318 356 296 2716 1 457 3578 1259 541 34
2868,2028 589 2571 608 1198 2762 110 2396 527 1265 318 356 1 457 2987 1259 34 50 1193 919 3175 1387 2791 1610 1291
3400,1210 589 110 2396 1197 527 1097 1265 2997 356 2716 1 1214 2987 1259 541 34 50 1193 1127 1221 3175 924 2791 2355
1425,110 1197 1265 858 296 1240 457 3578 2987 34 50 1193 919 1221 924 1610 2355 1213 1136 3114 1307 1968 1704 590 1374
5006,2858 1196 260 480 2028 589 2571 1270 593 1580 608 1198 2762 2396 1197 527 1097 1265 2628 2997 858 318 356 296 2716
3379,1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 1197 1617 527 1097 1265 2628 858 318 356 296 2716
2137,2858 260 1210 2028 2571 593 608 1198 110 2396 1197 1617 527 1265 2997 858 318 356 296 2716 1 1214 457 2916 3578
4871,1196 260 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 858 318 356 296 2716
4053,1196 2028 589 2571 1270 593 608 1198 110 2396 1617 527 2628 2997 858 356 296 2716 1 1214 3578 2987 1200 34 1127
3285,2028 593 1580 1198 2396 1197 1097 2997 858 457 1259 541 34 919 924 2791 1610 2355 912 1136 3114 1307 2797 2291 648
4417,2858 480 589 1270 1580 608 1198 2762 110 2396 527 1097 1265 2997 858 318 356 296 2716 1 2987 1259 780 541 34
716,2571 1270 593 608 110 2396 527 1097 2997 296 457 2916 780 541 34 1193 3175 1387 1610 1291 1213 2000 377 1136 1307
2319,2858 260 1210 2028 589 2571 1270 593 608 1198 2762 110 2396 1617 527 1265 2997 858 318 356 296 1240 1 1214 457
5047,1196 260 593 1198 110 2396 1197 527 1097 2628 2997 858 356 1240 1214 3578 1200 780 541 1193 919 1221 1387 2355 1036
713,2028 2571 593 1580 608 2762 527 1265 858 318 296 2716 1 457 2987 1259 1200 780 541 50 1193 1221 3175 924 2791
