user_id,prediction
4414,1193 913 213 1235 1171 941 597 155 353 224 465 1836 282 852 252 691 748 841 196 1604 191 1053 2516 977 134
4725,942 293 308 1080 223 522 2073 224 13 282 760 152 422 185 1647 157 375 611 619 1053 925 93 200 37 397
1301,1148 527 2186 1204 678 1253 213 1230 942 1719 1300 1090 123 1960 1035 1333 2068 2700 262 94 2333 2312 2943 2029 524
4937,916 541 1941 1150 1094 349 1397 1967 97 501 861 105 1367 550 2266 414 2283 731 327 20 984 2458 93 867 393
4870,904 2329 994 123 1035 3547 364 944 1982 2321 507 1672 1875 1425 282 1346 1332 2755 1604 455 612 148 131 2053 124
1938,318 50 923 1213 898 1361 1203 1253 111 246 1211 932 2132 978 931 973 123 36 940 1946 2202 1270 778 2970 1960
5827,2324 1446 1050 377 1068 1194 648 1031 2613 1030 633 719 76 147 3045 2816 2080 1566 1804 3814 2541 2750 3591 3334 2351
1484,904 750 942 1035 2130 2071 1340 431 1081 522 507 10 1092 2232 2097 369 316 372 282 1346 344 707 225 801 185
5683,950 1617 1050 1034 229 266 316 783 1650 2297 464 841 533 731 445 397 815 847 1479 3571 3814 2541 147 3334 1260
4126,916 1287 1394 940 1356 449 1012 1298 165 171 412 68 97 861 1047 77 85 1347 1016 383 188 764 78 100 1152
5452,800 1235 356 123 47 1730 1396 333 253 1337 369 783 1377 1114 61 196 711 831 245 419 93 71 53 119 37
5481,1260 581 1259 1258 293 308 28 247 1270 373 1282 1396 52 149 1958 112 224 543 1460 1154 499 132 1814 429 325
3301,1204 593 2726 1132 950 608 541 1248 1258 1089 29 589 933 1041 1296 1257 1245 32 373 1282 549 1734 190 918 334
1588,953 293 1206 2069 2529 1982 500 316 282 407 479 414 1151 1604 2373 444 291 623 706 2401 3591 2541 3814 147 910
1353,2905 1207 2186 2066 1217 1197 111 1272 1283 914 1230 1211 994 1249 1301 1226 1411 1344 1274 28 920 1962 34 1035 1227
3589,1219 2682 28 1069 508 17 531 938 1959 346 663 2134 1395 316 1416 421 1582 1429 225 801 408 2247 718 414 1667
3333,318 745 1212 904 926 908 1260 1233 898 1276 1225 1272 1537 1211 581 947 1704 1358 1827 232 1 3007 1192 1411 628
4869,1197 213 529 47 900 535 353 282 105 1821 78 565 1331 517 100 1422 152 61 533 476 332 1005 473 93 129
2180,678 1217 1253 213 58 293 589 456 1394 307 28 1150 892 101 594 918 121 364 272 1050 531 441 1356 1396 2109
3323,318 1208 541 290 373 1356 1310 613 97 1083 669 383 565 1152 414 731 217 124 939 136 744 623 584 975 3861
5034,1256 356 1022 976 198 107 188 580 100 61 153 882 831 1622 664 147 3591 2401 3045 2816 1566 1804 3814 2541 3334
1571,1221 1172 1213 1233 678 898 1361 950 951 1223 969 942 246 1211 947 1281 1294 1090 2132 446 931 1953 308 1099 1301
2481,905 326 213 969 1266 1287 931 307 47 36 28 1227 1162 121 1179 357 1396 1034 72 205 333 522 1268 253 2237
2807,50 1262 953 678 914 213 1189 942 246 911 907 932 356 308 529 1041 1411 1270 1962 247 1035 3364 497 223 892
4242,1213 1361 608 942 47 356 457 17 1965 72 1343 205 1081 39 346 1127 171 568 1465 85 1194 1205 13 705 282
1542,904 913 1267 953 678 1224 1132 1208 296 1272 2357 1131 1084 919 213 969 1963 942 911 58 2677 1090 1235 907 308
2203,318 950 593 608 213 969 942 246 1251 58 1090 1827 931 1301 2010 1206 307 47 356 1419 1960 1069 590 101 549
4728,101 531 2390 57 156 233 151 613 253 97 1395 1016 298 3263 1866 48 467 259 2441 1646 2157 1004 278 240 640
4806,1172 541 1253 942 2677 529 1344 940 714 223 262 300 523 57 425 613 2344 846 621 155 1068 1337 1395 461 236
2779,913 1204 1284 899 296 1259 1287 1222 1023 3182 28 759 247 373 176 615 6 334 901 1022 483 82 1897 104 635
3108,1219 1223 541 1189 1251 28 1784 1941 515 1150 1069 2969 1094 2618 1396 938 449 57 233 1376 613 155 2747 324 543
1417,1208 1251 307 1210 28 1069 531 2912 1994 1356 1982 2302 151 2423 2159 171 2073 390 1535 2867 85 1447 1943 2812 2433
4750,2905 905 1 123 47 28 247 1674 1282 2750 1022 1034 431 522 342 2425 568 2708 368 2880 846 339 2077 680 224
5301,942 1211 1222 101 523 941 180 465 277 282 577 63 2091 1317 885 1811 245 393 1181 2351 923 2816 1566 1804 1283
1548,50 678 326 246 1214 1259 1244 32 235 1365 2276 568 25 116 155 45 1013 224 452 350 513 583 63 649 382
1058,923 950 1223 914 942 1096 971 2648 1273 1265 1834 247 1162 1079 373 1282 918 1171 154 535 901 1673 538 348 1034
5675,905 308 529 940 28 94 938 1029 69 647 229 1194 329 81 1713 479 719 533 384 157 1572 392 831 1439 563
5396,913 1211 1235 1344 101 1302 668 901 1484 1101 151 97 368 832 500 266 316 198 1824 46 1331 408 100 1513 467
2683,2019 1252 908 1208 1189 111 1827 741 900 2125 1343 785 377 1370 708 991 1093 1554 1835 231 735 1650 225 513 270
5351,904 1672 568 316 231 42 433 771 87 93 847 664 1977 910 1804 3814 926 164 2541 147 3334 923 2268 1429 2116
1152,904 1147 899 1104 678 1224 1272 111 1283 581 1211 58 1827 907 1090 2010 529 2313 1344 1784 247 497 373 1680 101
5017,913 1249 1307 1060 1078 1625 2301 3169 1057 1615 368 621 13 263 1415 442 1067 254 1167 331 1496 1053 37 614 3665
1988,213 1946 223 1333 32 17 300 522 380 377 97 2744 2899 155 1013 1337 1194 224 13 282 513 801 550 270 577
4911,2360 909 1259 29 1411 3160 480 302 514 621 155 465 1858 753 2267 1021 239 1043 1991 882 415 191 2498 325 258
1016,904 1193 913 1204 1132 2203 916 1248 942 246 1090 446 308 1301 1394 356 47 1041 1419 1446 628 290 1176 1079 1643
1861,1204 308 1948 17 588 2029 1127 431 522 69 1057 377 97 316 465 451 270 1003 1880 185 313 241 132 96 325
1059,260 1197 1266 1287 529 47 1227 2020 300 1673 941 80 39 149 805 165 77 848 1093 1033 144 1194 224 650 443
639,318 923 908 1111 1204 1213 1254 678 593 1224 2324 1225 213 965 911 1952 1201 1939 1266 907 1231 293 2927 232 949
4237,953 529 123 47 28 1185 101 373 568 77 1916 362 1016 650 210 1783 95 1114 196 76 208 840 473 503 173
1329,2905 1148 858 1193 913 1204 2726 1234 2203 296 1223 1209 1299 928 909 1248 1617 1449 914 213 1237 1242 599 906 1086
2985,1267 911 1287 47 1095 1748 112 1194 3010 74 2040 570 2411 1526 419 173 291 958 137 962 2557 398 712 3571 2541
4175,904 678 326 213 1197 942 1719 800 1266 1300 1090 1287 47 2020 34 223 1171 121 194 2231 72 205 937 597 507
1723,1172 1219 1276 213 1251 308 940 28 590 1188 373 668 121 941 1396 431 805 309 501 991 846 1684 1883 316 1824
1387,1252 1223 213 942 1090 529 47 28 590 475 101 900 1936 11 531 1732 522 2284 647 587 117 1465 180 368 1447
4145,1253 1189 969 293 47 28 1220 497 590 1079 101 1282 121 941 1286 1012 161 1186 597 1057 1672 165 1042 97 85
1220,1233 1217 678 326 1197 1283 213 911 1090 293 1287 308 356 47 971 1962 1227 628 590 892 32 101 17 94 121
5571,1266 1035 1227 1161 121 2065 165 568 77 837 1194 224 650 1016 999 2494 328 95 1114 570 332 840 1117 503 245
3973,50 905 296 1225 1203 213 581 2920 1939 932 293 308 2070 1023 47 1150 714 1446 1270 1046 1161 32 373 1282 1914
499,1172 1222 973 508 594 523 766 449 2145 1428 2524 3 270 585 3491 2074 719 1037 1991 238 1504 437 1715 2715 1543
5805,318 1147 1203 940 553 441 346 1967 832 1552 35 685 409 313 1011 719 645 327 424 987 2998 1525 667 776 3334
2962,318 904 2028 213 1259 581 932 1244 308 17 6 235 562 1365 2434 417 116 621 1337 83 2261 224 1015 282 60
1646,745 913 593 1197 1945 942 1294 446 1307 1265 931 1946 778 3451 2194 1079 2580 615 125 2239 535 1050 2171 1729 2285
5893,1394 3105 1356 1034 171 846 1447 282 27 516 1151 1626 419 93 2569 578 1125 3773 3334 923 2268 910 2116 1429 272
3380,1284 905 1945 1196 1236 919 599 942 1358 1259 932 293 1287 1036 123 307 47 1273 28 1274 1270 1446 1948 946 32
2423,1203 293 529 307 47 36 1227 1095 1673 165 412 229 77 1033 144 43 112 1194 1205 1016 329 650 350 298 1612
5402,1961 529 154 1758 941 144 1194 329 31 135 182 2535 1114 533 1606 840 93 146 291 712 910 1804 3814 918 2541
1786,1178 858 1262 926 908 1204 260 2208 930 593 296 942 1294 932 293 308 1222 1961 1023 1192 971 1296 1077 1060 1446
350,2186 2731 1132 950 593 916 608 213 942 1256 1090 293 529 2313 1941 2020 1788 892 2654 1279 535 1673 1050 357 1286
3483,1136 1084 1283 2313 940 1941 290 553 1940 121 272 440 1356 2109 1101 507 1699 715 85 780 648 3259 465 650 1385
6039,246 1235 475 590 253 368 316 465 277 61 533 153 55 831 847 584 2966 2116 1804 3814 1977 524 2541 147 3334
5300,1196 1251 36 1095 1179 1396 1564 1654 27 3141 1114 19 178 1863 1668 2351 923 2268 910 2116 1429 272 640 3225 3109
1758,318 260 1204 1104 1213 593 2324 951 556 1288 1223 1203 2357 1084 1449 1237 213 945 1258 1235 293 1 2819 29 1099
1543,1213 593 1132 950 1208 1276 1203 1248 1617 1950 1189 1237 942 911 58 1090 932 293 931 1394 356 1041 1947 36 940
4337,911 994 3083 931 1036 1394 2212 34 101 1982 309 568 2738 1033 2506 144 1464 2625 707 2901 328 370 2074 1391 1667
2723,1148 2186 750 678 608 556 213 942 1963 1358 1719 1300 1265 1931 2607 1941 1962 1362 1035 628 2352 1162 475 373 194
3271,2905 2609 1132 950 3091 1288 916 1209 608 1299 1197 1236 1248 1950 1283 914 213 1242 965 1281 1280 1266 58 800 1287
2451,908 1260 1223 190 1584 449 846 1619 1128 445 435 2306 503 148 93 564 137 2351 910 1875 2541 147 3334 923 2268
4566,678 593 1208 916 541 942 1281 907 307 162 940 28 1941 1220 1227 1079 590 892 121 1730 535 1673 1050 941 1286
3572,969 1231 932 293 162 940 1220 1333 373 121 357 1286 588 938 449 1392 522 151 1057 165 2972 117 1370 1083 964
5922,1050 568 1092 316 282 1824 1661 157 44 1460 2483 2050 612 419 93 698 847 696 3334 2268 923 2116 147 910 640
4617,951 1203 1214 213 1189 2677 1931 590 101 337 1673 357 348 1732 522 431 69 165 171 253 97 2640 368 155 211
4389,1224 296 2677 2303 2150 1019 522 506 1695 1337 224 1589 465 421 13 442 1570 61 196 327 1752 711 202 93 1707
5219,950 910 556 608 1963 942 1300 2607 590 1643 2068 94 1275 535 2391 39 597 635 412 68 144 18 461 1123 648
4354,904 905 475 497 1161 190 346 2820 2348 1476 155 465 543 83 198 81 707 451 1044 486 1003 436 533 1440 327
1524,1449 940 892 334 154 941 26 165 1027 2641 1689 328 1717 135 370 1128 649 479 204 436 366 1151 1460 312 484
2785,1219 942 800 356 1246 47 940 2580 497 892 373 1282 534 934 968 597 1653 613 2294 861 368 846 85 352 13
327,745 1203 529 2303 1161 1051 465 2494 100 74 1550 751 840 563 2152 137 404 2351 3334 1566 1804 3814 2750 2541 147
2156,1204 1284 593 326 1223 942 308 2064 307 32 17 615 431 522 368 1033 2046 1337 353 452 13 282 252 1331 152
2811,121 2390 522 309 77 369 316 282 100 1367 1128 1667 413 840 564 1170 712 2859 3109 2947 1464 1096 2139 3045 2816
5631,1956 309 369 465 1030 1991 217 1626 54 2053 863 2750 2268 1566 1804 3814 2541 147 3334 923 910 2080 2116 2816 1429
4472,318 1212 1213 898 942 293 940 1941 714 1446 290 1397 2284 412 377 117 861 1459 369 289 543 650 1809 198 580
1415,904 1213 593 1223 1084 213 2330 1358 800 446 356 1099 1041 1411 920 1941 1446 2398 290 946 1997 590 32 2071 892
3196,50 678 326 1225 942 1259 800 949 308 1246 28 1270 1080 628 32 17 1171 6 431 1081 506 1465 1092 116 1337
5074,953 293 123 2682 47 162 28 920 1227 1035 190 1374 1187 82 342 155 1205 465 421 835 31 1657 570 533 384
3756,913 916 213 1235 308 356 47 1080 475 32 72 602 205 597 522 30 587 253 155 224 316 282 783 760 225
1694,1294 1259 373 3255 2810 368 116 112 1375 421 1429 60 1513 270 718 533 1043 818 1675 1811 484 124 65 557 664
1611,1288 213 1237 307 47 162 589 940 28 1188 1936 531 2390 1034 1101 39 568 832 341 369 963 1425 650 350 371
2776,922 1136 1224 2028 1197 246 1266 1235 1259 1287 931 308 232 293 1177 1960 1227 2303 1270 314 154 941 57 39 2065
5234,318 858 296 1211 1251 1259 1046 1333 190 524 388 346 647 2112 2005 368 621 680 13 81 511 270 685 718 2532
8,904 1204 1267 953 1233 678 1224 1223 1197 1189 906 942 1258 1235 293 1249 1096 1941 1210 590 34 2210 892 594 190
2340,923 905 1203 213 1281 1287 931 529 1206 892 101 357 1845 57 26 1345 151 229 568 97 1459 661 2013 1395 224
3226,916 1950 1283 1222 1301 1099 529 1244 1185 892 549 534 941 1356 1982 349 333 412 568 2738 861 964 77 715 362
4238,50 904 213 1259 1090 29 933 892 32 373 1282 562 199 941 2125 976 522 1092 77 1611 1337 1205 669 211 13
732,905 326 1223 213 942 1537 246 907 446 1206 47 1238 1192 1060 1150 1220 590 373 668 901 941 205 522 69 785
5413,26 144 225 2699 2524 1151 96 1116 762 397 1659 815 643 623 717 2484 2947 2139 3045 2816 1566 1804 3814 2541 147
1073,904 950 326 1248 213 914 446 456 1099 529 307 356 47 28 1077 1941 1079 1333 892 553 1936 121 588 2109 39
3707,1197 213 942 800 308 628 17 1171 941 253 1465 144 13 2842 1711 344 252 426 801 88 185 183 61 196 375
4271,527 1193 608 1203 213 942 1719 47 1227 2312 941 1885 2231 1965 261 156 597 937 522 412 568 77 1865 1169 1194
5250,608 1090 308 628 253 141 1611 1123 224 465 1508 1003 422 1570 2978 1489 1814 1551 840 1053 245 53 775 397 1323
1937,1193 1132 950 608 1617 213 942 1281 1090 356 931 628 590 1643 927 615 1275 535 534 1286 348 249 431 1081 1057
716,904 1224 3000 213 942 581 949 1222 973 1257 247 497 6 1124 1050 1982 1672 507 481 1631 309 1407 477 613 2009
2368,213 1237 1214 456 1362 1333 549 1057 1042 1399 1836 2496 764 27 577 185 113 1114 1702 1468 129 502 404 559 1360
4604,1204 1260 1219 950 942 1210 1069 373 892 1282 2204 1748 3255 57 2585 229 97 77 368 832 1518 211 369 175 351
1998,904 908 1132 2203 916 1223 969 1266 3075 907 529 47 162 1947 940 920 1069 1227 590 2210 1788 892 555 2069 1179
5662,1287 308 34 373 1964 1672 83 458 1385 5 1783 185 1329 202 136 404 623 3334 147 2541 3814 923 3542 2268 910
1569,904 2324 326 1203 541 1237 942 1256 581 246 2973 446 307 28 589 714 1150 1941 319 475 373 595 900 553 918
4742,529 1095 373 101 300 2239 1965 766 333 97 180 964 368 781 362 1918 313 533 23 327 20 128 132 751 1977
1776,904 2324 1358 356 931 1301 123 1244 1419 1446 628 475 223 345 534 357 1694 588 1034 431 522 346 30 568 25
1207,1046 976 635 97 1648 198 408 61 414 645 436 76 836 891 1585 755 325 631 1002 1326 119 2116 1429 910 2268
2397,1203 213 1189 1046 1188 156 1883 465 252 140 408 1404 709 95 195 196 76 542 1455 394 510 174 197 3109 910
2800,678 941 449 85 1395 1016 458 1088 27 1114 818 173 437 993 2536 774 3542 2268 910 3334 147 2541 923 272 2116
5281,930 902 1484 149 808 2247 2031 1647 157 424 1623 992 524 2541 147 1429 3334 3814 923 2268 910 2116 3225 272 640
953,858 1250 1204 1224 1276 213 1211 1358 1259 932 308 1344 1446 1046 373 902 1484 235 302 1356 1396 388 2423 2443 69
3916,904 1084 942 246 994 1266 931 529 28 1185 475 2212 2071 101 1302 900 154 1484 235 357 1356 1982 1034 1101 57
3450,1224 1208 1270 1282 314 902 506 2439 621 112 543 1024 2560 371 1331 301 414 2088 542 564 137 1369 559 623 634
5371,527 1193 953 326 246 1719 28 32 1171 235 941 1885 2018 72 205 937 522 2490 1169 224 329 350 2 152 1974
4975,1189 293 973 2612 940 714 766 1805 383 384 327 1525 2244 664 3159 1429 2541 147 1977 3334 923 2268 910 2116 524
1969,50 527 1284 1104 1254 953 2028 1203 1225 608 1236 1197 1131 213 942 581 1952 1719 1090 446 932 308 1246 1222 933
2750,581 1 47 28 1982 346 2112 368 1024 1442 2524 239 719 533 327 779 1526 124 53 137 397 847 1315 687 923
4409,593 213 942 1162 190 534 941 72 205 507 482 97 2640 1194 282 2151 1650 748 347 577 118 464 204 1744 196
4305,932 1344 47 940 28 943 101 1873 2166 1092 316 1696 2091 1440 1887 325 202 762 2568 1652 1142 1804 2268 2080 3814
4735,955 1223 1209 1259 368 304 313 533 196 19 612 762 136 397 102 643 601 2118 3109 2541 147 3334 923 2268 910
4670,1221 913 593 1132 1537 1211 529 1162 497 17 357 976 249 1012 57 431 597 233 803 1057 635 165 568 514 253
2764,50 1193 913 1221 678 950 326 1269 1248 1253 213 942 1537 246 1719 1259 931 1249 1961 1301 123 47 940 1080 515
2031,50 904 678 1361 2203 1214 1090 308 29 1023 1411 247 892 101 373 562 1022 893 2443 522 851 2403 77 368 159
3991,318 1224 1236 581 47 373 334 531 1310 368 155 680 224 421 458 1620 60 2052 384 424 779 132 191 429 2776
4956,213 308 32 431 1081 522 144 230 1337 224 13 340 760 536 152 1570 577 185 771 1590 611 1450 53 37 397
2731,213 969 356 1834 1265 1446 628 475 1333 1079 892 17 300 190 941 357 1186 57 233 30 412 2073 253 141 1370
4821,1287 307 28 892 2295 39 157 1644 93 870 847 1890 398 3814 2541 910 147 3334 923 2268 3542 640 2116 1429 272
2629,1259 1 1270 1161 373 1184 346 1897 368 224 781 1645 60 1415 511 1030 270 1601 753 649 76 327 325 925 124
4543,1264 1270 1687 1696 2410 2402 1533 157 153 1551 437 2643 640 3814 2541 147 3334 1863 923 2268 910 2116 1429 272 3225
1450,1207 923 1147 678 1223 906 942 1090 1096 1099 307 1226 529 47 162 1150 1227 290 1095 1913 1641 553 121 194 1094
4058,50 1301 307 28 1374 976 1442 288 869 370 1128 2142 840 1126 202 1668 406 1972 1002 291 502 397 578 1709 2268
1920,905 1219 1361 1269 1272 599 932 356 308 589 1344 1291 247 290 2303 1176 590 1277 1683 321 1286 333 69 425 62
1003,1193 953 593 1132 950 2203 916 1617 969 942 1259 1090 446 456 47 162 36 940 1941 1649 290 1035 1997 1162 475
5539,1209 348 156 116 1650 1627 100 423 95 840 1977 1107 1720 1429 147 2541 923 2268 910 2116 3814 1804 3334 3225 272
3507,904 260 1267 1066 293 123 307 920 1227 1035 497 373 190 1396 2161 1376 77 1395 1194 1688 372 1128 996 1114 697
230,28 373 1396 161 2159 846 211 381 1744 570 533 561 1977 711 212 847 717 923 1804 3814 2541 2080 147 3334 640
4319,593 628 262 901 2166 368 224 850 760 2517 74 577 824 382 1431 2306 2479 831 202 71 119 244 1174 212 847
2477,953 942 1023 1192 1274 80 1965 937 507 1785 1015 1616 252 760 152 74 577 533 196 2397 1646 1857 487 476 2827
5296,953 1209 2357 80 1777 999 60 107 2978 570 327 419 563 93 404 1170 2557 641 2541 147 1566 3814 3334 1804 3542
4013,913 905 898 1265 28 247 590 475 523 851 97 180 368 621 452 60 100 347 753 2052 61 719 533 1440 1341
4957,318 608 1197 1034 597 155 344 252 100 313 61 157 76 245 160 847 666 33 1804 2351 3045 3109 3225 2816 1566
5911,908 319 25 964 1429 297 2627 197 623 396 607 3542 923 910 2268 2541 3334 147 2116 3109 272 640 3225 1804 2351
4384,953 326 608 308 1344 356 36 589 778 190 531 1286 2018 2109 205 26 1732 937 425 230 155 1337 1395 1194 2097
1004,1212 1262 1172 1254 1224 1208 296 326 2203 1203 1272 969 1263 246 1228 1294 1201 1259 932 1206 3007 973 47 1264 1834
2863,1203 293 150 123 2130 94 1374 1673 1748 1034 156 309 229 568 1061 2112 77 848 116 144 837 43 2167 112 2097
2688,593 678 950 1237 1090 1257 34 590 101 17 2644 1365 1633 1729 944 2231 249 57 26 1580 1056 2184 507 380 229
1291,858 745 1212 908 913 1284 905 678 1219 593 1224 1234 950 608 1223 1225 1272 1617 1237 942 1537 1214 1199 1259 1235
321,1212 904 750 912 1213 593 678 1132 608 541 1223 916 3000 1203 1303 1084 1242 1237 213 1189 906 1230 942 1963 246
2935,904 2324 1354 892 176 272 1729 346 171 155 369 1429 2844 1346 852 2494 46 984 891 132 2446 1493 1822 863 1972
3501,1299 213 47 28 1150 290 373 1936 1050 941 449 151 1290 1615 229 97 861 1083 368 846 352 669 211 1016 13
919,923 1252 1221 1204 1267 905 1224 950 326 296 1223 1203 919 213 1281 1214 1300 1235 932 1287 1246 529 356 1344 921
6025,213 892 1982 249 1777 621 1194 1589 277 783 1415 771 245 173 119 220 2705 1260 910 2816 1566 1804 3814 2541 147
2931,904 913 1267 1219 1234 326 1276 1203 608 541 969 1211 246 1294 58 308 1249 933 1238 1192 47 28 778 1080 1446
770,1148 950 2203 1223 1209 1248 1084 1237 1258 1394 1099 307 1643 1050 538 1286 1356 1396 959 1034 57 26 937 333 1345
4436,529 766 1343 805 155 1395 1696 182 1970 831 1985 405 847 664 923 3334 147 2541 2268 910 640 2116 1429 272 3225
1173,318 50 745 1212 1252 1193 720 750 1204 1260 953 1254 899 593 1224 1132 2324 1208 903 296 1223 1276 541 1225 1197
3711,293 307 47 1274 1095 101 154 121 1635 2231 39 837 1194 282 31 408 328 135 95 227 332 751 612 444 173
409,1207 905 1260 1234 950 541 1203 914 246 1259 1266 293 308 1222 1387 933 529 47 28 1270 1446 1674 628 475 1333
5776,293 47 154 901 941 1554 414 157 20 1515 93 405 137 398 130 2541 3814 1566 147 3334 2816 1804 2268 923 2139
663,1193 908 1204 1284 2329 1224 898 2203 1223 1225 1299 1248 213 969 965 942 246 1228 1214 2300 1258 293 308 1344 2612
173,1213 1247 1283 911 1287 2819 931 2932 1394 1206 123 47 162 940 28 1354 920 1960 1446 1035 590 892 1188 190 3105
5363,678 950 942 1090 1362 68 282 1331 1373 518 476 489 1995 503 245 65 1313 1877 634 584 660 655 2268 147 923
2870,922 1223 2203 1288 1209 213 1266 293 307 47 2130 1095 101 1635 342 568 846 837 1194 1205 421 81 2376 1627 135
4483,908 905 899 1254 581 1199 1259 293 2070 940 1270 714 1446 121 6 483 1305 1982 766 524 1019 449 1034 1186 57
2106,318 2858 593 541 950 1223 1209 1203 1950 1 58 1090 1235 293 446 1222 933 307 47 1023 1545 1674 1150 247 1649
271,1207 1148 527 1147 1193 913 1221 953 2726 1132 1945 930 593 910 556 2203 326 2357 1248 1950 1197 1283 213 965 1963
2868,3435 908 1204 1284 899 951 1272 1236 581 1294 1259 2067 308 1222 2682 2921 940 1946 28 1060 247 1270 1161 2395 176
3199,678 1253 213 800 308 47 628 1046 32 17 594 16 121 2160 2662 938 39 2423 309 412 253 1083 715 2280 1684
2946,913 1260 326 1189 942 1294 1 308 1446 1069 628 32 176 668 190 205 1631 253 368 1337 1194 316 224 465 198
3743,101 190 2696 1633 1057 1306 587 2116 832 268 341 3441 1015 1650 271 1442 100 1508 423 788 533 157 2211 765 1591
1968,50 1198 1252 2186 1136 1213 678 1269 1203 111 1283 1449 1294 1211 1292 1222 29 1099 1246 1411 2599 1941 223 1277 1333
352,1193 1221 903 608 3198 1719 1090 1300 308 123 1192 1080 3379 1962 1097 2398 838 1035 3364 223 2130 32 17 215 2139
4291,899 1224 1209 1223 529 47 1227 2669 1396 938 968 39 1732 164 1904 77 846 465 491 31 565 423 1783 2142 366
4131,904 2186 213 1086 356 101 1673 357 249 97 180 1794 1194 461 224 1205 1688 316 1589 465 705 988 257 488 801
2211,50 2186 1221 1233 1253 1230 1211 911 3224 1827 2940 2010 940 3006 2791 3178 1046 2212 1188 32 1180 2511 300 199 1594
1593,904 1262 908 1204 678 1224 541 1203 1236 1237 581 994 1266 1827 293 308 47 28 1150 1227 628 892 594 902 121
3671,904 123 538 144 1684 2134 369 282 3452 370 2417 384 157 1970 258 93 696 923 2541 147 3334 3814 1804 3542 2268
4407,1204 1267 1224 950 608 581 1939 1090 293 940 943 1210 373 314 121 348 1396 1732 522 2073 715 680 211 224 465
5715,213 942 931 123 555 538 522 69 1672 282 1824 381 170 536 370 42 195 1533 55 19 132 510 202 93 167
4653,529 1376 368 3045 48 76 208 19 124 744 847 398 624 923 1096 2139 3752 3949 2816 1566 1804 3814 2541 147 3334
861,2905 1207 527 904 1147 1193 1221 678 1132 1213 950 593 556 2203 916 1269 1203 608 541 1084 1248 1950 1197 1189 919
5140,931 1729 937 507 1672 568 1092 368 155 316 282 1346 170 132 87 93 1429 2541 1804 3814 3591 2401 2351 3109 3225
2943,318 913 1223 1203 942 1301 1222 356 892 176 357 348 1982 161 524 597 97 180 964 368 621 1569 224 362 465
2866,1213 1219 608 1203 1253 1950 1230 942 1066 911 1827 1301 529 940 1227 590 2268 1913 555 94 199 154 11 1758 1663
5958,213 1259 377 97 1370 155 648 852 1030 270 649 719 132 202 37 397 1471 3334 147 2541 3814 1804 1566 923 3542
1372,858 908 1213 899 1219 951 1288 1199 1251 446 1287 356 456 589 1226 1041 1296 1077 290 1245 1162 2210 3361 1734 345
1381,260 994 293 1287 47 1941 34 373 553 1936 1279 1101 57 342 587 97 141 1904 2640 40 1621 324 282 1547 453
4188,2819 1394 920 1966 3105 2161 425 568 144 230 369 707 328 1153 1329 173 863 37 2268 640 2947 1096 2139 3045 3225
5253,1172 581 247 373 1625 647 465 13 81 344 1533 76 512 424 153 238 191 554 325 540 93 65 2809 1436 1833
3791,527 593 950 608 1197 1203 213 942 246 1281 1719 1300 356 308 47 778 1834 628 1079 475 2575 2076 982 1729 1396
4454,1252 1213 678 541 898 2357 969 111 599 1952 1827 150 2132 1222 2064 1206 29 1210 1411 2313 1784 1177 1077 1941 319
1960,858 904 913 1284 1267 593 1224 296 1225 1272 1449 914 1237 599 246 1214 1259 932 308 29 1301 1200 1296 714 1069
1164,678 950 213 1673 205 26 68 268 282 1650 783 257 577 118 2017 196 1431 1995 1495 3225 1804 1875 2080 3814 2541
2757,527 908 2186 1221 1233 678 1361 1223 1203 1236 914 1963 942 1537 246 1211 58 1827 1961 1265 28 515 290 741 1046
5687,1287 293 628 1227 77 1033 2025 999 31 135 2017 1114 419 564 291 37 1170 398 641 2116 3159 147 3334 923 2268
932,318 904 908 913 1204 1208 213 1189 942 1211 1259 1222 2612 1265 1446 508 1270 475 590 866 2488 373 2442 6 535
1995,3030 908 1204 296 800 293 308 1900 1246 933 1296 1446 247 921 475 590 373 190 6 121 901 357 348 934 1982
4281,678 955 3196 942 1230 911 1211 931 529 47 940 1035 1046 314 235 1594 1050 1365 1729 2231 1965 976 346 568 514
2840,1207 1193 1221 750 905 1233 678 1208 930 950 326 1203 942 581 1211 1 1090 907 1235 800 1036 308 940 28 1941
2145,593 1203 1197 1827 308 47 28 1150 920 2303 475 590 1923 553 190 534 531 1094 1034 72 57 349 205 597 805
4459,1252 1958 1672 368 465 1429 2410 496 784 1744 719 533 76 779 484 1053 925 1499 65 136 397 1070 729 664 398
1425,2186 1132 593 1223 541 1253 914 213 1242 969 1963 1251 446 931 456 1394 307 47 940 290 497 590 892 2575 154
916,1178 260 678 593 1203 1253 1066 994 1358 1259 1266 1287 457 307 1244 47 940 36 1354 1243 1185 920 628 1035 1103
2976,1148 923 1193 1136 953 1217 678 1132 3091 950 1218 326 1288 916 1223 1950 919 213 965 1963 942 1066 1281 1719 1090
1699,750 1243 1274 3379 1097 2947 1279 3104 1964 937 2941 1670 507 1306 3153 2240 1608 2141 1865 2116 3370 552 2025 2430 2694
1595,953 1203 931 529 940 1227 34 1095 121 941 2231 80 1034 1693 1343 39 568 77 1033 144 837 2167 1194 1205 369
5722,1035 2580 1729 1034 568 369 372 381 327 1626 419 2773 146 863 75 2754 404 2541 3814 147 3334 923 2268 1804 3542
